	DFCI.11-104.02-Tumor COMB.csv	DFCI.11-104.13 COMB.csv	MO_1008-Tumor_Bone COMB.csv	MO_1008-Tumor_Dura COMB.csv	MO_1012-Abdomen COMB.csv	MO_1012-Subcut COMB.csv	MO_1013-Tumour COMB.csv	MO_1014-Tumour COMB.csv	MO_1015-Tumor COMB.csv	MO_1020-Tumor COMB.csv	MO_1021-Tumor COMB.csv	MO_1040-Tumor COMB.csv	MO_1054-Tumor COMB.csv	MO_1074-Tumor COMB.csv	MO_1084-Tumor COMB.csv	MO_1094-Tumor COMB.csv	MO_1095-Tumor COMB.csv	MO_1096-Tumor COMB.csv	MO_1105-Tumor COMB.csv	MO_1114-Tumor COMB.csv	MO_1124-Tumor COMB.csv	MO_1128-Tumor COMB.csv	MO_1130-Tumor COMB.csv	MO_1132-Tumor COMB.csv	MO_1139-Tumor COMB.csv	MO_1162-Tumor COMB.csv	MO_1176-Tumor COMB.csv	MO_1179-Tumor COMB.csv	MO_1184-Tumor COMB.csv	MO_1192-Tumor COMB.csv	MO_1202-Tumor COMB.csv	MO_1215-Tumor COMB.csv	MO_1219-Tumor COMB.csv	MO_1221-Tumor COMB.csv	MO_1232-Tumor COMB.csv	MO_1241-Tumor COMB.csv	MO_1244-Tumor COMB.csv	MO_1249-Tumor COMB.csv	MO_1262-Tumor COMB.csv	MO_1263-Tumor COMB.csv	PROS10448-1115149-Tumor-SM-5EEBJ COMB.csv	PROS10448-SUTC.01115082-Tumor-SM-47C6B COMB.csv	PROS10448-SUTC.01115091-Tumor-SM-4JC71 COMB.csv	PROS10448-SUTC.01115092-Tumor-SM-4JC74 COMB.csv	PROS12319B-SU2C-06115116-Tumor-SM-4W2NB COMB.csv	SC_9009-Tumor COMB.csv	SC_9012-Tumor COMB.csv	SC_9025-Tumor COMB.csv	SC_9063-Tumor COMB.csv	SC_9066-Tumor COMB.csv	P00-000450 COMB.csv	P01-28 COMB.csv	P02-1562 COMB.csv	P02-2035 COMB.csv	P03-1334 COMB.csv	P03-1426 COMB.csv	P03-1906 COMB.csv	P03-2345 COMB.csv	P03-2620 COMB.csv	P03-3391 COMB.csv	P03-3676 COMB.csv	P03-595 COMB.csv	P03-871 COMB.csv	P04-1084 COMB.csv	P04-1243 COMB.csv	P04-1421 COMB.csv	P04-1790 COMB.csv	P04-2599 COMB.csv	P04-2641 COMB.csv	P04-2666 COMB.csv	P04-2740 COMB.csv	P04-47 COMB.csv	P04-594 COMB.csv	P05-2212 COMB.csv	P05-2594 COMB.csv	P05-3436 COMB.csv	P05-3829 COMB.csv	P05-3852 COMB.csv	P05-3859 COMB.csv	P05-620 COMB.csv	P06-1125 COMB.csv	P06-1696 COMB.csv	P06-2325 COMB.csv	P06-3939 COMB.csv	P06-4428 COMB.csv	P07-144 COMB.csv	P07-837 COMB.csv	P08-2516 COMB.csv	P08-590 COMB.csv	P09-120 COMB.csv	P09-1372 COMB.csv	P09-1580 COMB.csv	P09-2497 COMB.csv	P09-649 COMB.csv	PR-00-1165 COMB.csv	PR-00-160 COMB.csv	PR-00-1823 COMB.csv	PR-0099 COMB.csv	PR-01-1934 COMB.csv	PR-01-2382 COMB.csv
Toxicity of botulinum toxin type C (BoNT/C)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Toxicity of botulinum toxin type D (BoNT/D)	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Toxicity of botulinum toxin type E (BoNT/E)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Toxicity of botulinum toxin type F (BoNT/F)	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Toxicity of botulinum toxin type G (BoNT/G)	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAF3-dependent IRF activation pathway	2	0	1	0	4	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation	10	6	2	1	5	4	0	3	4	0	0	2	0	3	0	0	0	1	0	0	0	1	6	0	2	5	1	5	0	2	1	1	0	5	2	2	2	0	2	2	0	1	1	4	2	1	0	0	1	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	3	0	0	0	2	0
TRAF6 Mediated Induction of proinflammatory cytokines	9	4	2	1	3	2	0	2	2	0	0	1	0	3	0	0	0	1	0	0	0	0	6	0	2	5	1	4	0	2	1	1	0	5	2	2	2	0	2	2	0	1	1	2	2	1	0	0	1	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	2	0	0	0	1	0
TRAF6 mediated induction of TAK1 complex	0	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	1	0	1	0	0	0	1	2	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAF6 mediated IRF7 activation	3	0	1	0	4	2	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
TRAF6 mediated IRF7 activation in TLR7/8 or 9 signaling	2	2	0	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAF6 mediated NF-kB activation	5	0	1	0	2	2	0	1	1	0	0	2	0	1	0	0	0	1	0	0	0	0	2	0	1	2	0	2	0	1	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Trafficking and processing of endosomal TLR	0	2	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	4	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trafficking of AMPA receptors	2	0	0	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	3	0	0	0	0	0	5	0	1	1	0	2	0	0	1	2	0	1	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
Trafficking of dietary sterols	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trafficking of GluR2-containing AMPA receptors	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	2	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TRAIL  signaling	0	1	0	1	0	0	2	1	1	0	0	1	0	0	1	0	0	0	0	0	0	1	1	2	2	2	0	2	1	0	1	0	0	1	1	0	0	1	1	1	0	2	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Transcription	32	2	4	5	14	15	9	3	5	1	1	0	0	1	1	0	1	8	4	2	1	0	12	0	1	12	4	23	1	2	3	3	1	10	12	7	3	2	5	2	0	6	2	4	7	2	2	0	1	2	0	2	1	0	1	0	0	0	0	2	0	1	1	1	2	1	0	0	0	0	2	2	0	0	0	1	0	0	0	0	2	0	0	3	0	2	1	0	3	0	0	1	0	1	8	0	0	0	1	0
Transcription from mitochondrial promoters	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Transcription of the HIV genome	11	0	2	2	3	2	4	1	2	0	0	0	0	0	0	0	1	0	2	1	0	0	5	0	1	3	2	3	0	1	1	2	0	2	4	3	1	2	5	0	0	2	1	1	3	1	2	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	3	0	0	0	1	0
Transcriptional  activation of  cell cycle inhibitor p21	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	1	0	1	0	1	0	0	1	1	1	0	0	1	0	0	1	1	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Transcriptional activation of mitochondrial biogenesis	5	1	2	1	2	2	2	1	0	2	0	0	0	0	1	0	0	2	2	0	0	0	2	1	1	2	0	7	0	1	2	0	0	2	1	1	1	2	2	1	0	1	2	4	1	0	0	0	1	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	1	0
Transcriptional activation of p53 responsive genes	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	1	0	1	0	1	0	0	1	1	1	0	0	1	0	0	1	1	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer	2	2	1	1	4	2	4	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	5	2	2	1	0	0	1	0	1	3	2	1	0	1	0	0	0	2	2	1	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0
Transcriptional regulation of pluripotent stem cells	5	0	2	2	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	1	2	0	0	0	1	1	0	1	0	3	0	1	1	0	0	1	0	1	3	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0
Transcriptional regulation of white adipocyte differentiation	10	3	2	3	8	9	5	1	3	3	1	0	0	1	0	0	0	0	4	1	0	0	6	0	1	5	3	7	0	1	2	0	0	4	2	7	0	2	6	2	1	1	4	4	7	1	1	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	1	2	1	0	0
Transcription-coupled NER (TC-NER)	14	0	0	1	1	3	3	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	4	0	0	3	2	5	0	1	1	0	0	0	3	1	0	1	3	0	0	2	0	1	1	0	1	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
Transfer of LPS from LBP carrier to CD14	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Transferrin endocytosis and recycling	6	2	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	3	0	1	4	0	0	2	1	1	0	0	1	2	0	2	2	0	1	0	1	1	1	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0
trans-Golgi Network Vesicle Budding	13	2	1	2	2	5	4	2	4	0	0	0	0	0	1	0	1	1	0	0	2	0	4	0	1	4	1	5	0	0	3	1	0	4	3	2	3	1	2	1	0	0	1	1	2	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	0	0	0	0	0
Translation	18	5	5	6	8	5	7	2	2	1	0	1	0	1	1	0	0	2	2	1	0	0	9	0	0	6	2	13	1	0	3	2	0	8	8	4	6	0	6	0	1	0	1	4	3	1	2	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0
Translation initiation complex formation	9	2	1	1	2	1	4	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	2	0	0	4	0	6	0	0	1	0	0	4	2	1	2	0	3	0	0	0	0	2	1	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Translesion synthesis by DNA polymerases bypassing lesion on DNA template	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Translesion synthesis by HREV1	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Translesion synthesis by Pol eta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Translesion synthesis by Pol zeta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Translocation of GLUT4 to the plasma membrane	8	0	1	0	14	11	2	0	1	0	1	1	0	1	0	0	0	3	0	2	2	1	3	1	0	2	2	9	1	0	1	1	1	4	7	8	0	2	0	1	0	1	0	4	7	0	3	1	0	2	0	0	0	0	0	3	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0
Translocation of ZAP-70 to Immunological synapse	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Transmembrane transport of small molecules	69	13	9	7	40	35	20	13	15	0	0	2	5	2	2	1	4	6	12	16	3	5	25	7	9	42	7	54	2	8	17	8	4	40	27	15	18	8	17	2	3	4	17	20	17	3	8	3	5	11	2	4	2	2	5	4	2	1	1	1	1	1	1	0	2	1	2	0	1	0	2	0	1	0	0	3	1	2	3	3	1	0	0	3	0	4	4	2	2	1	2	4	4	1	26	3	4	1	0	0
Transmission across Chemical Synapses	21	4	4	4	17	16	12	4	9	1	0	0	2	2	4	0	0	2	5	4	1	2	8	0	3	13	2	16	2	1	2	3	1	19	9	6	5	1	7	1	1	1	6	11	6	2	4	0	4	3	0	0	1	3	1	2	0	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	2	0	1	0	1	0	0	1	0	0	0	1	1	1	0	7	1	0	0	0	1
Transmission across Electrical Synapses	2	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Transport and synthesis of PAPS	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	2	0	1	2	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Transport of connexins along the secretory pathway	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Transport of connexons to the plasma membrane	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Transport of fatty acids	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Transport of gamma-carboxylated protein precursors from the endoplasmic reticulum to the Golgi apparatus	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds"	15	1	2	2	4	3	6	7	3	0	0	1	0	0	0	0	2	2	5	0	0	0	3	2	0	8	0	9	0	3	3	1	1	5	8	2	1	1	1	0	0	1	2	3	2	0	1	0	1	0	1	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	3	0	1	0	0	0
Transport of glycerol from adipocytes to the liver by Aquaporins	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Transport of HA trimer, NA tetramer and M2 tetramer from the endoplasmic reticulum to the Golgi Apparatus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Transport of inorganic cations/anions and amino acids/oligopeptides	12	2	0	1	9	6	1	1	3	0	0	0	1	1	1	0	1	0	3	1	0	0	5	1	1	6	0	14	0	1	1	0	0	5	6	1	2	2	0	1	0	1	2	1	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	1	1	1	0	0	2	1	2	1	0	0
Transport of Mature mRNA derived from an Intron-Containing Transcript	11	0	0	0	6	4	3	1	2	0	0	0	1	0	0	1	0	2	1	0	0	1	2	0	1	3	1	5	0	1	2	2	1	5	2	2	2	0	3	0	1	0	1	1	2	1	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	6	0	0	0	0	0
Transport of Mature mRNA Derived from an Intronless Transcript	10	0	1	1	5	5	3	1	0	0	0	0	1	0	0	1	0	1	1	1	0	1	0	0	1	4	0	3	0	1	2	1	1	3	2	2	1	0	3	0	1	0	1	1	2	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
Transport of Mature mRNAs Derived from Intronless Transcripts	12	0	1	1	5	5	3	1	0	0	0	0	1	0	0	1	0	1	1	1	0	1	0	0	1	4	0	4	0	1	2	1	1	3	2	2	1	0	3	0	1	0	1	1	2	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
Transport of Mature Transcript to Cytoplasm	15	0	1	1	7	5	4	1	2	0	0	0	1	0	0	1	0	2	1	1	0	1	2	0	1	5	1	6	0	1	2	2	1	5	3	2	2	0	3	0	1	0	1	1	2	1	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	6	0	0	0	0	0
Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Transport of nucleotide sugars	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
